URL;Name;Land;Traeger;Promotionsrecht;Gruendung;Studierende;AS;WikiUrl;Stand
http://www.hs-furtwangen.de/;Hochschule Furtwangen;BW;staatlich;nein;1850;5840;AS553;/wiki/Hochschule_Furtwangen;2012/13 (WS)
http://www.hs-geisenheim.de/;Hochschule Geisenheim;HE;staatlich;ja;2013;1100;AS15817;/wiki/Hochschule_Geisenheim;2012/13 (WS)
http://www.fhoev.nrw.de/;Fachhochschule für öffentliche Verwaltung Nordrhein-Westfalen;NW;staatlich;nein;1976;6881;AS43066;/wiki/Fachhochschule_f%C3%BCr_%C3%B6ffentliche_Verwaltung_Nordrhein-Westfalen;2012/13 (WS)
http://www.w-hs.de/;Westfälische Hochschule Gelsenkirchen Bocholt Recklinghausen;NW;staatlich;nein;1992;8357;AS20773;/wiki/Westf%C3%A4lische_Hochschule_Gelsenkirchen_Bocholt_Recklinghausen;2012/13 (WS)
http://www.srh-gesundheitshochschule.de/;SRH Hochschule für Gesundheit Gera;TH;privat;nein;2006;486;AS553;/wiki/SRH_Hochschule_f%C3%BCr_Gesundheit_Gera;2012/13 (WS)
http://www.fthgiessen.de/;Freie Theologische Hochschule Gießen;HE;konfessionell;nein;"1974; FH seit 2008";209;AS15817;/wiki/Freie_Theologische_Hochschule_Gie%C3%9Fen;2012/13 (WS)
http://www.uni-giessen.de/;Justus-Liebig-Universität Gießen;HE;staatlich;ja;1607;28;AS680;/wiki/Justus-Liebig-Universit%C3%A4t_Gie%C3%9Fen;2014/15 (WS)
http://www.thm.de/;Technische Hochschule Mittelhessen;HE;staatlich;nein;1971;13790;AS680;/wiki/Technische_Hochschule_Mittelhessen;2012/13 (WS)
http://www.vfhs-thueringen.de/;Thüringer Fachhochschule für öffentliche Verwaltung;TH;staatlich;nein;1994;396;AS196870;/wiki/Th%C3%BCringer_Fachhochschule_f%C3%BCr_%C3%B6ffentliche_Verwaltung;2012/13 (WS)
http://www.uni-goettingen.de/;Georg-August-Universität Göttingen;NI;staatlich;ja;1734;30600;AS680;/wiki/Georg-August-Universit%C3%A4t_G%C3%B6ttingen;2015/16 (WS)
http://www.pfh.de/;Private Fachhochschule Göttingen;NI;privat;nein;1994;2013;AS51167;/wiki/Private_Fachhochschule_G%C3%B6ttingen;2012/13 (WS)
http://www.uni-greifswald.de/;Ernst-Moritz-Arndt-Universität Greifswald;MV;staatlich;ja;1456;11736;AS680;/wiki/Ernst-Moritz-Arndt-Universit%C3%A4t_Greifswald;2012/13 (WS)
http://www.fh-guestrow.de/;Fachhochschule für öffentliche Verwaltung, Polizei und Rechtspflege;MV;staatlich;nein;1991;466;AS35244;/wiki/Fachhochschule_f%C3%BCr_%C3%B6ffentliche_Verwaltung,_Polizei_und_Rechtspflege;2012/13 (WS)
http://www.hochschule-bundesbank.de/;Hochschule der Deutschen Bundesbank;RP;staatlich;nein;1976;317;AS35677;/wiki/Hochschule_der_Deutschen_Bundesbank;2012/13 (WS)
http://www.fernuni-hagen.de/;Fernuniversität in Hagen;NW;staatlich;ja;1974;68429;AS680;/wiki/Fernuniversit%C3%A4t_in_Hagen;2016/17 (WS)
http://www.burg-halle.de/;Burg Giebichenstein Kunsthochschule Halle;ST;staatlich;nein;1879;1059;AS16097;/wiki/Burg_Giebichenstein_Kunsthochschule_Halle;2012/13 (WS)
http://www.ehk-halle.de/;Evangelische Hochschule für Kirchenmusik Halle;ST;konfessionell;nein;1993;49;AS15817;/wiki/Evangelische_Hochschule_f%C3%BCr_Kirchenmusik_Halle;2012/13 (WS)
http://www.uni-halle.de/;Martin-Luther-Universität Halle-Wittenberg;ST;staatlich;ja;1502/1694/ 1817;20390;AS680;/wiki/Martin-Luther-Universit%C3%A4t_Halle-Wittenberg;2012/13 (WS)
http://www.law-school.de/;Bucerius Law School;HH;privat;ja;2000;958;AS20773;/wiki/Bucerius_Law_School;2012/13 (WS)
http://www.brand-acad.de/;Brand Academy – Hochschule für Design und Kommunikation;HH;privat;nein;2010;90;AS61157;/wiki/Brand_Academy_%E2%80%93_Hochschule_f%C3%BCr_Design_und_Kommunikation;2012/13 (WS)
http://www.ebc-hochschule.de/;EBC Hochschule;HH;privat;nein;2008;873;AS44066;/wiki/EBC_Hochschule;2012/13 (WS)
http://www.euro-fh.de/;Europäische Fernhochschule Hamburg;HH;privat;nein;2003;5627;AS47215;/wiki/Europ%C3%A4ische_Fernhochschule_Hamburg;2012/13 (WS)
http://www.ev-hochschule-hh.de/;Evangelische Hochschule für Soziale Arbeit & Diakonie;HH;konfessionell;nein;1971;454;AS24940;/wiki/Evangelische_Hochschule_f%C3%BCr_Soziale_Arbeit_%26_Diakonie;2012/13 (WS)
http://www.hcu-hamburg.de/;HafenCity Universität Hamburg;HH;staatlich;ja;2006;2304;AS680;/wiki/HafenCity_Universit%C3%A4t_Hamburg;2012/13 (WS)
http://www.hamburger-fh.de/;HFH Hamburger Fern-Hochschule;HH;privat;nein;1997;9383;AS15456;/wiki/HFH_Hamburger_Fern-Hochschule;2012/13 (WS)
http://www.hsba.de/;Hamburg School of Business Administration;HH;privat;nein;2004;731;AS20773;/wiki/Hamburg_School_of_Business_Administration;2012/13 (WS)
http://www.hsu-hh.de/;Helmut-Schmidt-Universität;HH;staatlich;ja;1973;2638;AS680;/wiki/Helmut-Schmidt-Universit%C3%A4t;2012/13 (WS)
http://www.haw-hamburg.de/;Hochschule für Angewandte Wissenschaften Hamburg;HH;staatlich;nein;1970;16581;AS680;/wiki/Hochschule_f%C3%BCr_Angewandte_Wissenschaften_Hamburg;2014/15 (WS)
http://www.hfbk-hamburg.de/;Hochschule für bildende Künste Hamburg;HH;staatlich;ja;1767;884;AS680;/wiki/Hochschule_f%C3%BCr_bildende_K%C3%BCnste_Hamburg;2012/13 (WS)
http://www.hfmt-hamburg.de/;Hochschule für Musik und Theater Hamburg;HH;staatlich;ja;1950;1252;AS680;/wiki/Hochschule_f%C3%BCr_Musik_und_Theater_Hamburg;2012/13 (WS)
http://www.hamburg.de/fb/norddeutsche-akademie-fuer-finanzen-und-steuerrecht-hamburg/;Norddeutsche Akademie für Finanzen und Steuerrecht;HH;staatlich;nein;2007;359;AS5521;/wiki/Norddeutsche_Akademie_f%C3%BCr_Finanzen_und_Steuerrecht;2012/13 (WS)
http://www.iss-hamburg.de/;International Business School of Service Management;HH;privat;nein;2006;74;AS8893;/wiki/International_Business_School_of_Service_Management;2012/13 (WS)
http://www.the-klu.org/;Kühne Logistics University;HH;privat;nein;2010;109;AS15817;/wiki/K%C3%BChne_Logistics_University;2012/13 (WS)
http://www.medicalschool-hamburg.de/;MSH Medical School Hamburg;HH;privat;nein;2009;1078;AS12586;/wiki/MSH_Medical_School_Hamburg;2013/14 (WS)
http://www.tuhh.de/;Technische Universität Hamburg-Harburg;HH;staatlich;ja;1978;6376;AS680;/wiki/Technische_Universit%C3%A4t_Hamburg-Harburg;2012/13 (WS)
http://www.uni-hamburg.de/;Universität Hamburg;HH;staatlich;ja;1919;42023;AS680;/wiki/Universit%C3%A4t_Hamburg;2015/16 (WS)
http://www.hsw-hameln.de/;Hochschule Weserbergland;NI;privat;nein;2010;383;AS34788;/wiki/Hochschule_Weserbergland;2012/13 (WS)
http://www.hshl.de/;Hochschule Hamm-Lippstadt;NW;staatlich;nein;2009;4500;AS197965;/wiki/Hochschule_Hamm-Lippstadt;2015/16 (WS)
http://www.fh-hamm.de/;SRH Hochschule für Logistik und Wirtschaft;NW;privat;nein;2004;495;AS8075;/wiki/SRH_Hochschule_f%C3%BCr_Logistik_und_Wirtschaft;2012/13 (WS)
http://www.fhdw-hannover.de/;Fachhochschule für die Wirtschaft;NI;privat;nein;1996;473;AS15817;/wiki/Fachhochschule_f%C3%BCr_die_Wirtschaft;2012/13 (WS)
http://www.uni-hannover.de/;Gottfried Wilhelm Leibniz Universität Hannover;NI;staatlich;ja;1831;23900;AS680;/wiki/Gottfried_Wilhelm_Leibniz_Universit%C3%A4t_Hannover;2013/14 (WS)
http://www.hmtm-hannover.de/;Hochschule für Musik, Theater und Medien Hannover;NI;staatlich;ja;1897;1287;AS24679;/wiki/Hochschule_f%C3%BCr_Musik,_Theater_und_Medien_Hannover;2012/13 (WS)
http://www.hs-hannover.de/;Hochschule Hannover;NI;staatlich;nein;1971;10040;AS680;/wiki/Hochschule_Hannover;2015/16 (WS)
http://www.nds-sti.de/;Kommunale Hochschule für Verwaltung in Niedersachsen;NI;privat;nein;2007;806;AS15743;/wiki/Kommunale_Hochschule_f%C3%BCr_Verwaltung_in_Niedersachsen;2012/13 (WS)
http://www.leibniz-akademie.de/;Leibniz-Akademie Hannover;NI;privat;nein;1920;311;AS15817;/wiki/Leibniz-Akademie_Hannover;2012/13 (WS)
http://www.mh-hannover.de/;Medizinische Hochschule Hannover;NI;staatlich;ja;1961;3256;AS680;/wiki/Medizinische_Hochschule_Hannover;2012/13 (WS)
http://www.tiho-hannover.de/;Tierärztliche Hochschule Hannover;NI;staatlich;ja;1778;2459;AS680;/wiki/Tier%C3%A4rztliche_Hochschule_Hannover;2012/13 (WS)
http://fh-westkueste.de/;Fachhochschule Westküste;SH;staatlich;nein;1993;1320;AS24940;/wiki/Fachhochschule_Westk%C3%BCste;2012/13 (WS)
http://www.hfjs.eu/;Hochschule für Jüdische Studien;BW;konfessionell;ja;1979;120;AS553;/wiki/Hochschule_f%C3%BCr_J%C3%BCdische_Studien;2012/13 (WS)
http://www.hfk-heidelberg.de/;Hochschule für Kirchenmusik Heidelberg;BW;konfessionell;nein;1931;0;AS6724;/wiki/Hochschule_f%C3%BCr_Kirchenmusik_Heidelberg;
http://www.ph-heidelberg.de/;Pädagogische Hochschule Heidelberg;BW;staatlich;ja;1904;4478;AS553;/wiki/P%C3%A4dagogische_Hochschule_Heidelberg;2012/13 (WS)
http://www.uni-heidelberg.de/;Ruprecht-Karls-Universität Heidelberg;BW;staatlich;ja;1386;30787;AS553;/wiki/Ruprecht-Karls-Universit%C3%A4t_Heidelberg;2016/17 (WS)
http://www.hochschule-heidelberg.de/;SRH Hochschule Heidelberg;BW;privat;nein;1972;2769;AS8075;/wiki/SRH_Hochschule_Heidelberg;2012/13 (WS)
http://www.hs-heilbronn.de/;Hochschule Heilbronn;BW;staatlich;nein;1961;7917;AS553;/wiki/Hochschule_Heilbronn;2012/13 (WS)
http://www.ggs.de/;German Graduate School of Management and Law;BW;privat;nein;2005;128;AS24940;/wiki/German_Graduate_School_of_Management_and_Law;2012/13 (WS)
http://www.hochschule-herford.de/;Hochschule für Kirchenmusik der Evangelischen Kirche von Westfalen;NW;konfessionell;nein;1948;38;AS20686;/wiki/Hochschule_f%C3%BCr_Kirchenmusik_der_Evangelischen_Kirche_von_Westfalen;2012/13 (WS)
http://www.fh-hermannsburg.de/;Fachhochschule für Interkulturelle Theologie;NI;konfessionell;nein;2012;15;AS16509;/wiki/Fachhochschule_f%C3%BCr_Interkulturelle_Theologie;2012/13 (WS)
http://www.fhr-nord.niedersachsen.de/;Norddeutsche Hochschule für Rechtspflege;NI;staatlich;nein;2007;267;AS15817;/wiki/Norddeutsche_Hochschule_f%C3%BCr_Rechtspflege;2012/13 (WS)
http://www.uni-hildesheim.de/;Universität Hildesheim;NI;staatlich;ja;1946;6048;AS680;/wiki/Universit%C3%A4t_Hildesheim;2012/13 (WS)
http://www.hawk-hhg.de/;HAWK Hochschule Hildesheim/Holzminden/Göttingen;NI;staatlich;nein;1971;5193;AS680;/wiki/HAWK_Hochschule_Hildesheim/Holzminden/G%C3%B6ttingen;2012/13 (WS)
http://www.hof-university.de/;Hochschule Hof;BY;staatlich;nein;1994;3041;AS680;/wiki/Hochschule_Hof;2012/13 (WS)
http://www.hs-fresenius.de/;Hochschule Fresenius;HE;privat;nein;1848;5708;AS20773;/wiki/Hochschule_Fresenius;2012/13 (WS)
http://www.tu-ilmenau.de/;Technische Universität Ilmenau;TH;staatlich;ja;1894;6612;AS680;/wiki/Technische_Universit%C3%A4t_Ilmenau;2015/16 (WS)
http://www.thi.de/;Technische Hochschule Ingolstadt;BY;staatlich;nein;1994;4403;AS680;/wiki/Technische_Hochschule_Ingolstadt;2012/13 (WS)
http://www.bits-hochschule.de/;Business and Information Technology School;NW;privat;nein;2000;1600;AS24940;/wiki/Business_and_Information_Technology_School;2012/13 (WS)
http://fh-swf.de/;Fachhochschule Südwestfalen;NW;staatlich;nein;2002;14017;AS680;/wiki/Fachhochschule_S%C3%BCdwestfalen;2016/17 (WS)
http://www.nta-isny.de/;Naturwissenschaftlich-Technische Akademie Isny;BW;privat;nein;1945;194;AS15817;/wiki/Naturwissenschaftlich-Technische_Akademie_Isny;2012/13 (WS)
http://www.eah-jena.de/;Ernst-Abbe-Fachhochschule Jena;TH;staatlich;nein;1991;4702;AS680;/wiki/Ernst-Abbe-Fachhochschule_Jena;2012/13 (WS)
http://www.uni-jena.de/;Friedrich-Schiller-Universität Jena;TH;staatlich;ja;1558;19704;AS680;/wiki/Friedrich-Schiller-Universit%C3%A4t_Jena;2012/13 (WS)
http://www.hs-kl.de/;Hochschule Kaiserslautern;RP;staatlich;nein;1971;5622;AS2857;/wiki/Hochschule_Kaiserslautern;2012/13 (WS)
http://www.uni-kl.de/;Technische Universität Kaiserslautern;RP;staatlich;ja;1970;14493;AS199578;/wiki/Technische_Universit%C3%A4t_Kaiserslautern;2015/16 (WS)
http://hfm-karlsruhe.de/;Hochschule für Musik Karlsruhe;BW;staatlich;ja;1812;648;AS553;/wiki/Hochschule_f%C3%BCr_Musik_Karlsruhe;2012/13 (WS)
http://www.hs-karlsruhe.de/;Hochschule Karlsruhe – Technik und Wirtschaft;BW;staatlich;nein;1971;7672;AS553;/wiki/Hochschule_Karlsruhe_%E2%80%93_Technik_und_Wirtschaft;2012/13 (WS)
http://www.karlshochschule.de/;Karlshochschule International University;BW;privat;nein;2004;636;AS15817;/wiki/Karlshochschule_International_University;2012/13 (WS)
http://kit.edu/;Karlsruher Institut für Technologie;BW;staatlich;ja;1825;25196;AS34878;/wiki/Karlsruher_Institut_f%C3%BCr_Technologie;2015/16 (WS)
http://www.ph-karlsruhe.de/;Pädagogische Hochschule Karlsruhe;BW;staatlich;ja;1962;3729;AS553;/wiki/P%C3%A4dagogische_Hochschule_Karlsruhe;2014/15 (WS)
http://www.kunstakademie-karlsruhe.de/;Staatliche Akademie der Bildenden Künste Karlsruhe;BW;staatlich;nein;1854;307;AS553;/wiki/Staatliche_Akademie_der_Bildenden_K%C3%BCnste_Karlsruhe;2012/13 (WS)
http://www.hfg-karlsruhe.de/;Staatliche Hochschule für Gestaltung Karlsruhe;BW;staatlich;ja;1992;446;AS553;/wiki/Staatliche_Hochschule_f%C3%BCr_Gestaltung_Karlsruhe;2012/13 (WS)
http://www.cvjm-hochschule.de/;CVJM-Hochschule;HE;privat;nein;2009;297;AS24940;/wiki/CVJM-Hochschule;2012/13 (WS)
http://www.kunsthochschule-kassel.de/;Kunsthochschule Kassel;HE;staatlich;nein;1777;783;AS680;/wiki/Kunsthochschule_Kassel;2012/13 (WS)
http://www.uni-kassel.de/;Universität Kassel;HE;staatlich;ja;1633/1970;25043;AS680;/wiki/Universit%C3%A4t_Kassel;2016/17 (WS)
http://www.hs-kehl.de/;Hochschule für öffentliche Verwaltung Kehl;BW;staatlich;nein;1971;991;AS553;/wiki/Hochschule_Kehl;2012/13 (WS)
http://www.hochschule-kempten.de/;Hochschule für angewandte Wissenschaften Kempten;BY;staatlich;nein;1977;4789;AS680;/wiki/Hochschule_f%C3%BCr_angewandte_Wissenschaften_Kempten;2012/13 (WS)
http://www.uni-kiel.de/;Christian-Albrechts-Universität zu Kiel;SH;staatlich;ja;1665;24222;AS680;/wiki/Christian-Albrechts-Universit%C3%A4t_zu_Kiel;2012/13 (WS)
http://www.fh-kiel.de/;Fachhochschule Kiel;SH;staatlich;nein;1969;7268;AS680;/wiki/Fachhochschule_Kiel;2014/15 (WS)
http://www.muthesius-kunsthochschule.de/;Muthesius Kunsthochschule;SH;staatlich;ja;2005;568;AS24940;/wiki/Muthesius_Kunsthochschule;2012/13 (WS)
http://www.hochschule-rhein-waal.de/;Hochschule Rhein-Waal;NW;staatlich;nein;2009;5;AS24940;/wiki/Hochschule_Rhein-Waal;2014/15 (WS)
http://www.hs-koblenz.de/;Hochschule Koblenz;RP;staatlich;nein;1996;8110;AS2857;/wiki/Hochschule_Koblenz;2012/13 (WS)
http://www.uni-koblenz-landau.de/;Universität Koblenz-Landau;RP;staatlich;ja;1990;15757;AS2857;/wiki/Universit%C3%A4t_Koblenz-Landau;2015/16 (WS)
http://www.htwg-konstanz.de/;Hochschule Konstanz Technik, Wirtschaft und Gestaltung;BW;staatlich;nein;1906;4535;AS553;/wiki/Hochschule_Konstanz_Technik,_Wirtschaft_und_Gestaltung;2012/13 (WS)
http://www.uni-konstanz.de/;Universität Konstanz;BW;staatlich;ja;1966;10979;AS553;/wiki/Universit%C3%A4t_Konstanz;2012/13 (WS)
http://cbs.de/;Cologne Business School;NW;privat;nein;1993;1123;AS201229;/wiki/Cologne_Business_School;2012/13 (WS)
http://www.dshs-koeln.de/;Deutsche Sporthochschule Köln;NW;staatlich;ja;1947;5782;AS8422;/wiki/Deutsche_Sporthochschule_K%C3%B6ln;2016 (SS)
http://www.th-koeln.de/;Technische Hochschule Köln;NW;staatlich;nein;1971;23600;AS680;/wiki/Technische_Hochschule_K%C3%B6ln;2015 (SS)
http://www.hfmt-koeln.de/;Hochschule für Musik und Tanz Köln;NW;staatlich;ja;1850;1568;AS8422;/wiki/Hochschule_f%C3%BCr_Musik_und_Tanz_K%C3%B6ln;2012/13 (WS)
http://www.katho-nrw.de/;Katholische Hochschule Nordrhein-Westfalen;NW;konfessionell;nein;1971;4030;AS8881;/wiki/Katholische_Hochschule_Nordrhein-Westfalen;2012/13 (WS)
http://www.khm.de/;Kunsthochschule für Medien Köln;NW;staatlich;ja;1990;328;AS680;/wiki/Kunsthochschule_f%C3%BCr_Medien_K%C3%B6ln;2012/13 (WS)
http://www.uni-koeln.de/;Universität zu Köln;NW;staatlich;ja;1388/1919;49382;AS5520;/wiki/Universit%C3%A4t_zu_K%C3%B6ln;2016/17 (WS)
http://www.rfh-koeln.de/;Rheinische Fachhochschule Köln;NW;privat;nein;1971 (1958);4742;AS680;/wiki/Rheinische_Fachhochschule_K%C3%B6ln;2012/13 (WS)
http://www.fhf-kw.brandenburg.de/;Fachhochschule für Finanzen Brandenburg;BB;staatlich;nein;1991;580;AS680;/wiki/Fachhochschule_f%C3%BCr_Finanzen_Brandenburg;2012/13 (WS)
http://www.haw-landshut.de/;Hochschule Landshut;BY;staatlich;nein;1978;5311;AS680;/wiki/Hochschule_Landshut;2016/17 (WS)
http://www.hhl.de/;Handelshochschule Leipzig;SN;privat;ja;1898;434;AS20773;/wiki/Handelshochschule_Leipzig;2012/13 (WS)
http://www.hgb-leipzig.de/;Hochschule für Grafik und Buchkunst Leipzig;SN;staatlich;ja;1764;568;AS680;/wiki/Hochschule_f%C3%BCr_Grafik_und_Buchkunst_Leipzig;2012/13 (WS)
http://www.hmt-leipzig.de/;Hochschule für Musik und Theater „Felix Mendelssohn Bartholdy“ Leipzig;SN;staatlich;ja;1843;1036;AS680;/wiki/Hochschule_f%C3%BCr_Musik_und_Theater_%E2%80%9EFelix_Mendelssohn_Bartholdy%E2%80%9C_Leipzig;2012/13 (WS)
http://www.htwk-leipzig.de/;Hochschule für Technik, Wirtschaft und Kultur Leipzig;SN;staatlich;nein;1992;6277;AS680;/wiki/Hochschule_f%C3%BCr_Technik,_Wirtschaft_und_Kultur_Leipzig;2012/13 (WS)
http://www.hft-leipzig.de/;Hochschule für Telekommunikation Leipzig;SN;privat;nein;1991;1004;AS3320;/wiki/Hochschule_f%C3%BCr_Telekommunikation_Leipzig;2012/13 (WS)
http://www.uni-leipzig.de/;Universität Leipzig;SN;staatlich;ja;1409;26772;AS680;/wiki/Universit%C3%A4t_Leipzig;2012/13 (WS)
http://www.hs-owl.de/;Hochschule Ostwestfalen-Lippe;NW;staatlich;nein;1971;6361;AS680;/wiki/Hochschule_Ostwestfalen-Lippe;2012/13 (WS)
http://www.ihl.eu/;Internationale Hochschule Liebenzell;BW;konfessionell;nein;2011;69;AS20773;/wiki/Internationale_Hochschule_Liebenzell;2012/13 (WS)
http://www.adk-bw.de/;Akademie für Darstellende Kunst Baden-Württemberg;BW;staatlich;nein;2007;55;AS45031;/wiki/Akademie_f%C3%BCr_Darstellende_Kunst_Baden-W%C3%BCrttemberg;2013/14 (WS)
http://www.filmakademie.de/;Filmakademie Baden-Württemberg;BW;staatlich;nein;1991;500;AS553;/wiki/Filmakademie_Baden-W%C3%BCrttemberg;2014
http://www.eh-ludwigsburg.de/;Evangelische Hochschule Ludwigsburg;BW;konfessionell;nein;1971;1028;AS34172;/wiki/Evangelische_Hochschule_Ludwigsburg;2012/13 (WS)
http://www.hs-ludwigsburg.de/;Hochschule für öffentliche Verwaltung und Finanzen Ludwigsburg;BW;staatlich;nein;1999;1902;AS553;/wiki/Hochschule_f%C3%BCr_%C3%B6ffentliche_Verwaltung_und_Finanzen_Ludwigsburg;2012/13 (WS)
http://www.ph-ludwigsburg.de/;Pädagogische Hochschule Ludwigsburg;BW;staatlich;ja;1962;5620;AS553;/wiki/P%C3%A4dagogische_Hochschule_Ludwigsburg;2012/13 (WS)
http://www.hs-lu.de/;Hochschule Ludwigshafen am Rhein;RP;staatlich;nein;1965;4287;AS2857;/wiki/Hochschule_Ludwigshafen_am_Rhein;2012/13 (WS)
http://www.fh-luebeck.de/;Fachhochschule Lübeck;SH;staatlich;nein;1969;4339;AS680;/wiki/Fachhochschule_L%C3%BCbeck;2012/13 (WS)
http://www.leuphana.de/;Leuphana Universität Lüneburg;NI;staatlich;ja;1946;9076;AS680;/wiki/Leuphana_Universit%C3%A4t_L%C3%BCneburg;2014/15 (WS)
http://www.mh-luebeck.de/;Musikhochschule Lübeck;SH;staatlich;nein;1973;369;AS680;/wiki/Musikhochschule_L%C3%BCbeck;2012/13 (WS)
http://www.uni-luebeck.de/;Universität zu Lübeck;SH;staatlich;ja;1964;3345;AS680;/wiki/Universit%C3%A4t_zu_L%C3%BCbeck;2012/13 (WS)
http://www.ovgu.de/;Otto-von-Guericke-Universität Magdeburg;ST;staatlich;ja;1993;14427;AS680;/wiki/Otto-von-Guericke-Universit%C3%A4t_Magdeburg;2015/16 (WS)
http://www.hs-magdeburg.de/;Hochschule Magdeburg-Stendal;ST;staatlich;nein;1991;6674;AS680;/wiki/Hochschule_Magdeburg-Stendal;2012/13 (WS)
http://www.hs-mainz.de/;Hochschule Mainz;RP;staatlich;nein;1971;4773;AS2857;/wiki/Hochschule_Mainz;2012/13 (WS)
http://www.kh-mz.de/;Katholische Hochschule Mainz;RP;konfessionell;nein;1972;1089;AS3320;/wiki/Katholische_Hochschule_Mainz;2012/13 (WS)
http://www.uni-mainz.de/;Johannes Gutenberg-Universität Mainz;RP;staatlich;ja;1477/1946;33132;AS2857;/wiki/Johannes_Gutenberg-Universit%C3%A4t_Mainz;2015/16 (WS)
http://www.hdba.de/;Hochschule der Bundesagentur für Arbeit;BW;staatlich;nein;2006;849;AS61157;/wiki/Hochschule_der_Bundesagentur_f%C3%BCr_Arbeit;2012/13 (WS)
http://www.hdwm.de/;Hochschule der Wirtschaft für Management;BW;privat;nein;2010;238;AS6724;/wiki/Hochschule_der_Wirtschaft_f%C3%BCr_Management;2012/13 (WS)
http://www.muho-mannheim.de/;Hochschule für Musik und Darstellende Kunst Mannheim;BW;staatlich;ja;1971;642;AS553;/wiki/Hochschule_f%C3%BCr_Musik_und_Darstellende_Kunst_Mannheim;2012/13 (WS)
http://www.hs-mannheim.de/;Hochschule Mannheim;BW;staatlich;nein;1898;5106;AS553;/wiki/Hochschule_Mannheim;2012/13 (WS)
http://www.popakademie.de/;Popakademie Baden-Württemberg;BW;privat;nein;2003;250;AS12586;/wiki/Popakademie_Baden-W%C3%BCrttemberg;2011
http://www.uni-mannheim.de/;Universität Mannheim;BW;staatlich;ja;1967;11882;AS553;/wiki/Universit%C3%A4t_Mannheim;2012/13 (WS)
http://www.archivschule.de/;Archivschule Marburg;HE;staatlich;nein;1949;49;AS45031;/wiki/Archivschule_Marburg;2012/13 (WS)
http://www.eh-tabor.de/;Evangelische Hochschule Tabor;HE;konfessionell;nein;"1909; FH seit 2009";87;AS8391;/wiki/Evangelische_Hochschule_Tabor;2012/13 (WS)
http://www.uni-marburg.de/;Philipps-Universität Marburg;HE;staatlich;ja;1527;26497;AS680;/wiki/Philipps-Universit%C3%A4t_Marburg;2016/17 (WS)
http://www.hoev-rlp.de/;Hochschule für öffentliche Verwaltung Rheinland-Pfalz;RP;staatlich;ja;1981;1692;AS8560;/wiki/Hochschule_f%C3%BCr_%C3%B6ffentliche_Verwaltung_Rheinland-Pfalz;2012/13 (WS)
http://www.fhsv.sachsen.de/;Fachhochschule für öffentliche Verwaltung und Rechtspflege Meißen;SN;staatlich;nein;1992;648;AS3320;/wiki/Fachhochschule_f%C3%BCr_%C3%B6ffentliche_Verwaltung_und_Rechtspflege_Mei%C3%9Fen;2012/13 (WS)
http://hs-merseburg.de/;Hochschule Merseburg;ST;staatlich;nein;1992;2727;AS680;/wiki/Hochschule_Merseburg;2012/13 (WS)
http://www.hs-mittweida.de/;Hochschule Mittweida;SN;staatlich;nein;1867;7057;AS680;/wiki/Hochschule_Mittweida;2016 (SS)
http://www.eh-moritzburg.de/;Evangelische Hochschule Moritzburg;SN;konfessionell;nein;1872;93;AS20773;/wiki/Evangelische_Hochschule_Moritzburg;2012/13 (WS)
http://hochschule-ruhr-west.de/;Hochschule Ruhr West;NW;staatlich;nein;2009;4400;AS15817;/wiki/Hochschule_Ruhr_West;2015/16 (WS)
http://www.adbk.de/;Akademie der Bildenden Künste München;BY;staatlich;nein;1808;676;AS34788;/wiki/Akademie_der_Bildenden_K%C3%BCnste_M%C3%BCnchen;2012/13 (WS)
http://www.sdi-muenchen.de/hochschule;Hochschule für Angewandte Sprachen München;BY;privat;nein;2006;371;AS20773;/wiki/Hochschule_f%C3%BCr_Angewandte_Sprachen_M%C3%BCnchen;2012/13 (WS)
http://www.hm.edu/;Hochschule für angewandte Wissenschaften München;BY;staatlich;nein;1971;17191;AS12816;/wiki/Hochschule_f%C3%BCr_angewandte_Wissenschaften_M%C3%BCnchen;2012/13 (WS)
http://www.hff-muc.de/;Hochschule für Fernsehen und Film München;BY;staatlich;nein;1966;381;AS34953;/wiki/Hochschule_f%C3%BCr_Fernsehen_und_Film_M%C3%BCnchen;2012/13 (WS)
http://website.musikhochschule-muenchen.de/;Hochschule für Musik und Theater München;BY;staatlich;ja;1846;1033;AS12816;/wiki/Hochschule_f%C3%BCr_Musik_und_Theater_M%C3%BCnchen;2012/13 (WS)
http://www.hfph.de/;Hochschule für Philosophie München;BY;konfessionell;ja;1925;336;AS12816;/wiki/Hochschule_f%C3%BCr_Philosophie_M%C3%BCnchen;2012/13 (WS)
http://www.hfp.tum.de/;Hochschule für Politik München;BY;staatlich;ja;1950;525;AS12816;/wiki/Hochschule_f%C3%BCr_Politik_M%C3%BCnchen;2012/13 (WS)
http://www.hfoed.bayern.de/;Fachhochschule für öffentliche Verwaltung und Rechtspflege in Bayern;BY;staatlich;nein;1974;3824;AS3209;/wiki/Fachhochschule_f%C3%BCr_%C3%B6ffentliche_Verwaltung_und_Rechtspflege_in_Bayern;2012/13 (WS)
http://www.ksfh.de/;Katholische Stiftungsfachhochschule München;BY;konfessionell;nein;1971;2166;AS12816;/wiki/Katholische_Stiftungsfachhochschule_M%C3%BCnchen;2012/13 (WS)
