URL; name; popularity; active; origin; first release; first release date; release count; last release date; last release; distrowatch url
http://4mlinux.com/; 4mlinux; 50 (223 hits per day); Active; Poland;9.1; 2014-08-24;6;2017-12-25;23.1.1;http://distrowatch.com/4mlinux
http://animesoft.wordpress.com/linux/; mangaka; 256 (28 hits per day); Active; Austria;One; 2009-06-16;5;2016-06-25;Cho;http://distrowatch.com/mangaka
http://antixlinux.com/; antix; 14 (553 hits per day); Active; Greece;8.5; 2010-04-12;7;2017-12-21;16.3;http://distrowatch.com/antix
http://archlabsblog.wordpress.com/; archlabs; 45 (237 hits per day); Active; New Zealand;5.0R2-D2; 2017-07-07;2;2017-12-23;2017.12;http://distrowatch.com/archlabs
http://archman.org/; archman; Not ranked; Active; Turkey;2018.01; 2018-01-02;1;2018-01-02;2018.01;http://distrowatch.com/archman
http://archstrike.org/; archstrike; 159 (52 hits per day); Active; USA;2016.07.21; 2016-07-21;1;2016-07-21;2016.07.21;http://distrowatch.com/archstrike
http://artixlinux.org/; artix; 108 (100 hits per day); Active; Greece;2017.08.08; 2017-08-08;2;2018-01-05;2018.01.05;http://distrowatch.com/artix
http://aryalinux.org/; arya; 129 (72 hits per day); Active; India;2015; 2015-09-13;3;2017-01-13;2017;http://distrowatch.com/arya
http://b2d-linux.com/; ob2d; 301 (21 hits per day); Active; Taiwan;20050504(desktop); 2005-05-04;8;2017-07-23;2017-1.2;http://distrowatch.com/ob2d
http://backslashlinux.com/; backslash; 130 (70 hits per day); Active; India;Kristoff; 2017-12-25;1;2017-12-25;Kristoff;http://distrowatch.com/backslash
http://berry-lab.net/berry.html; berry; 153 (55 hits per day); Active; Japan;0.50; 2004-11-17;21;2017-11-27;1.26;http://distrowatch.com/berry
http://bitkey.io/; bitkey; 246 (29 hits per day); Active; USA;14.2.0; 2017-05-22;1;2017-05-22;14.2.0;http://distrowatch.com/bitkey
http://bkhome.org/quirky/; quirky; 158 (53 hits per day); Active; Australia;1.4; 2010-11-27;7;2017-07-29;8.3;http://distrowatch.com/quirky
http://blackarch.org/; blackarch; 57 (196 hits per day); Active; USA;2014.07.01; 2014-07-01;4;2017-12-11;2017.12.11;http://distrowatch.com/blackarch
http://blankonlinux.or.id/; blankon; 190 (40 hits per day); Active; Indonesia;3.0lontara; 2008-04-27;8;2017-01-03;10.0tambora;http://distrowatch.com/blankon
http://bluestarlinux.sourceforge.net/; bluestar; 51 (216 hits per day); Active; USA;4.8.4; 2016-10-27;3;2018-01-08;4.14.12;http://distrowatch.com/bluestar
http://bosslinux.in/; boss; 242 (30 hits per day); Active; India;1.0; 2007-01-10;7;2015-08-19;6.1;http://distrowatch.com/boss
http://bsdrp.net/; bsdrp; 252 (28 hits per day); Active; France;1.58; 2015-12-10;3;2017-06-30;1.80;http://distrowatch.com/bsdrp
http://canaima.softwarelibre.gob.ve/; canaima; 266 (26 hits per day); Active; Venezuela;2.1; 2010-07-20;4;2016-01-29;5.0-beta3;http://distrowatch.com/canaima
http://chakralinux.org/; chakra; 72 (157 hits per day); Active; Germany;0.2.4; 2010-11-23;14;2017-10-08;2017.10goedel;http://distrowatch.com/chakra
http://chapeaulinux.org/; chapeau; 219 (34 hits per day); Active; United Kingdom;22; 2015-06-10;3;2016-09-28;24;http://distrowatch.com/chapeau
http://clearlinux.org/; clear; 191 (40 hits per day); Active; USA;12430; 2017-01-03;1;2017-01-03;12430;http://distrowatch.com/clear
http://clearos.com/; clearos; 64 (173 hits per day); Active; New Zealand;0.9.1; 2001-12-20;9;2017-03-03;7.3.0;http://distrowatch.com/clearos
http://clonos.tekroutine.com/; clonos; 205 (37 hits per day); Active; Russia;12; 2017-04-05;1;2017-04-05;12;http://distrowatch.com/clonos
http://coreos.com/; container; 100 (118 hits per day); Active; USA;1576.5.0; 2018-01-05;1;2018-01-05;1576.5.0;http://distrowatch.com/container
http://crux.nu/; crux; 187 (41 hits per day); Active; Sweden;0.9.1; 2001-10-03;23;2017-02-11;3.3;http://distrowatch.com/crux
http://cyti.latgola.lv/ruuni/; austrumi; 79 (147 hits per day); Active; Latvia;1.9.5; 2009-08-20;10;2018-01-09;3.7.6;http://distrowatch.com/austrumi
http://deepin.org/; deepin; 16 (540 hits per day); Active; China;0.3; 2004-07-22;16;2017-11-30;15.5;http://distrowatch.com/deepin
http://devuan.org/; devuan; 37 (274 hits per day); Active; Global;1.0.0jessie; 2017-05-25;3;2018-01-22;unstableceres;http://distrowatch.com/devuan
http://dietpi.com/; dietpi; 304 (10 hits per day); Active; United Kingdom;159; 2017-12-17;1;2017-12-17;159;http://distrowatch.com/dietpi
http://distro.ibiblio.org/fatdog/web/; fatdog; 104 (109 hits per day); Active; USA;710; 2016-12-04;2;2017-12-26;720;http://distrowatch.com/fatdog
http://drbl.org/; drbl; 300 (21 hits per day); Active; Taiwan;2.4.7-7; 2016-10-27;1;2016-10-27;2.4.7-7;http://distrowatch.com/drbl
http://duzeru.org/; duzeru; 176 (45 hits per day); Active; Brazil;2.4; 2017-05-24;2;2017-10-28;3-alpha1;http://distrowatch.com/duzeru
http://elementary.io/; elementary; 8 (917 hits per day); Active; USA;0.1jupiter; 2011-04-01;4;2017-05-17;0.4.1loki;http://distrowatch.com/elementary
http://emmabuntus.org/; emmabuntus; 90 (130 hits per day); Active; France;2-1.09; 2014-12-19;4;2017-10-02;9-1.00;http://distrowatch.com/emmabuntus
http://en.altlinux.org/; alt; 110 (96 hits per day); Active; Russia;1.1; 2001-09-12;14;2018-01-22;Sisyphus;http://distrowatch.com/alt
http://endlessos.com/; endlessos; 67 (166 hits per day); Active; USA;3.3.8; 2018-01-08;1;2018-01-08;3.3.8;http://distrowatch.com/endlessos
http://environmentalomics.org/bio-linux/; biolinux; 218 (34 hits per day); Active; United Kingdom;6.0.29; 2012-03-14;3;2017-09-06;8.0.8;http://distrowatch.com/biolinux
http://exegnulinux.net/; exe; 157 (53 hits per day); Active; United Kingdom;3.3; 2012-10-21;5;2017-12-17;20171215;http://distrowatch.com/exe
http://exherbo.org/; exherbo; 227 (33 hits per day); Active; Denmark;current; 2018-01-22;1;2018-01-22;current;http://distrowatch.com/exherbo
http://ferenos.weebly.com/; ferenos; 27 (340 hits per day); Active; USA;2016.2; 2016-12-16;3;2018-01-01;2018.01;http://distrowatch.com/ferenos
http://fermilinux.fnal.gov/; fermi; 276 (25 hits per day); Active; USA;3.0.9; 2007-10-26;4;2017-04-22;6.9;http://distrowatch.com/fermi
http://frugalware.org/; frugalware; 203 (38 hits per day); Active; Hungary;0.1genesis; 2004-11-02;22;2018-01-22;current;http://distrowatch.com/frugalware
http://fuguita.org/; fuguita; 254 (28 hits per day); Active; Japan;4.7; 2010-08-22;10;2016-12-21;6.0;http://distrowatch.com/fuguita
http://geckolinux.github.io/; gecko; 53 (214 hits per day); Active; USA;422; 2016-12-13;2;2018-01-05;423;http://distrowatch.com/gecko
http://getfedora.org/; fedora; 7 (923 hits per day); Active; USA;1yarrow; 2003-11-05;28;2018-01-22;rawhide;http://distrowatch.com/fedora
http://gparted.sourceforge.net/livecd.php; gparted; 123 (78 hits per day); Active; USA;0.2.5-5; 2006-08-13;11;2017-10-11;0.30.0-1;http://distrowatch.com/gparted
http://haiku-os.org/; haiku; 177 (45 hits per day); Active; USA;R1-alpha4; 2012-11-12;1;2012-11-12;R1-alpha4;http://distrowatch.com/haiku
http://hardenedbsd.org/; hardenedbsd; 229 (33 hits per day); Active; USA;11-1100054; 2017-11-16;1;2017-11-16;11-1100054;http://distrowatch.com/hardenedbsd
http://heads.dyne.org/; heads; 264 (27 hits per day); Active; USA;0.3.1; 2017-07-02;1;2017-07-02;0.3.1;http://distrowatch.com/heads
http://kanotix.com/; kanotix; 216 (35 hits per day); Active; Germany;2004-09; 2004-10-16;8;2018-01-21;nightly;http://distrowatch.com/kanotix
http://kaosx.us/; kaos; 61 (194 hits per day); Active; USA;2014.12; 2014-12-26;5;2018-01-20;2018.01;http://distrowatch.com/kaos
http://keysoft.zitrotec.de/; keysoft; 295 (22 hits per day); Active; Germany;10.07.16; 2016-07-10;1;2016-07-10;10.07.16;http://distrowatch.com/keysoft
http://kolibrios.org/; kolibri; 151 (56 hits per day); Active; Russia;0.7.7.0; 2009-12-13;2;2018-01-10;10-Jan-2018;http://distrowatch.com/kolibri
http://kororaproject.org/; korora; 65 (171 hits per day); Active; Australia;14; 2011-05-31;13;2017-09-21;26;http://distrowatch.com/korora
http://kwort.org/; kwort; 289 (23 hits per day); Active; Argentina;2.0; 2006-01-22;13;2017-03-05;4.3.2;http://distrowatch.com/kwort
http://kxstudio.linuxaudio.org/; kxstudio; 208 (37 hits per day); Active; Portugal;14.04.5; 2017-06-10;1;2017-06-10;14.04.5;http://distrowatch.com/kxstudio
http://libreelec.tv/; libreelec; 62 (189 hits per day); Active; USA;8.0.2; 2017-05-26;2;2018-01-21;8.2.3;http://distrowatch.com/libreelec
http://linuxbbq.org/; linuxbbq; 196 (39 hits per day); Active; China;20160119egeszsegedre; 2016-01-19;1;2016-01-19;20160119egeszsegedre;http://distrowatch.com/linuxbbq
http://linuxmint.com/; mint; 1 (2,662 hits per day); Active; Ireland;2.0barbara; 2006-11-14;20;2017-11-27;18.3sylvia;http://distrowatch.com/mint
http://livecd.gnustep.org/; gnustep; 188 (41 hits per day); Active; Switzerland;0.2; 2004-02-25;7;2017-07-27;2.5.1;http://distrowatch.com/gnustep
http://live.osgeo.org/; osgeo; 143 (61 hits per day); Active; USA;10.5; 2017-04-05;2;2017-08-09;11.0;http://distrowatch.com/osgeo
http://lubuntu.me/; lubuntu; 21 (434 hits per day); Active; France, Taiwan;10.04; 2010-05-03;16;2017-10-19;17.10artful;http://distrowatch.com/lubuntu
http://luninuxos.com/; luninux; 141 (61 hits per day); Active; USA;11.11; 2011-12-27;6;2017-08-10;17.04;http://distrowatch.com/luninux
http://lxle.net/; lxle; 30 (309 hits per day); Active; USA;12.04.5; 2014-10-23;3;2017-11-21;16.04.3;http://distrowatch.com/lxle
http://manjaro.org/; manjaro; 2 (1,880 hits per day); Active; Austria, Germany, France;0.8.8; 2013-11-26;6;2018-01-22;stable;http://distrowatch.com/manjaro
http://mauilinux.org/; maui; 98 (121 hits per day); Active; Germany;1aurora; 2016-08-14;3;2017-07-09;17.06;http://distrowatch.com/maui
http://minimal.linux-bg.org/; mll; 239 (31 hits per day); Active; Bulgaria;2017-01-20; 2017-01-20;1;2017-01-20;2017-01-20;http://distrowatch.com/mll
http://minino.galpon.org/; minino; 142 (61 hits per day); Active; Spain;1.2alguadaira; 2010-09-03;4;2017-09-04;3.0queiles;http://distrowatch.com/minino
http://morpheusarch.co.uk/; morpheusarch; 231 (33 hits per day); Active; United Kingdom;2017.01.20; 2017-01-20;1;2017-01-20;2017.01.20;http://distrowatch.com/morpheusarch
http://mxlinux.org/; mx; 17 (537 hits per day); Active; Greece, USA;16.1; 2017-06-08;2;2017-12-15;17;http://distrowatch.com/mx
http://neon.kde.org/; kdeneon; 23 (371 hits per day); Active; United Kingdom;20171228; 2017-12-28;2;2018-01-04;20180104;http://distrowatch.com/kdeneon
http://neptuneos.com/; neptune; 210 (37 hits per day); Active; Germany;4.5.4; 2017-04-06;1;2017-04-06;4.5.4;http://distrowatch.com/neptune
http://nexenta.com/products/nexentastor; nexentastor; 281 (24 hits per day); Active; USA;2.2.1; 2010-01-13;3;2015-07-21;4.0.4;http://distrowatch.com/nexentastor
http://nixos.org/; nixos; 69 (161 hits per day); Active; Netherlands;13.10.35728; 2014-07-19;7;2017-10-02;17.09;http://distrowatch.com/nixos
http://nxos.org/; nitrux; 101 (117 hits per day); Active; Mexico;1.0.7; 2017-12-29;1;2017-12-29;1.0.7;http://distrowatch.com/nitrux
http://openelec.tv/; openelec; 174 (46 hits per day); Active; Switzerland;2.0.0; 2012-10-16;7;2017-06-04;8.0.4;http://distrowatch.com/openelec
http://openindiana.org/; openindiana; 121 (82 hits per day); Active; United Kingdom;2015.03; 2015-03-31;6;2017-10-31;2017.10;http://distrowatch.com/openindiana
http://openmandriva.org/; openmandriva; 89 (132 hits per day); Active; France;2013.0; 2013-11-22;3;2017-11-21;3.03;http://distrowatch.com/openmandriva
http://opnsense.org/; opnsense; 120 (82 hits per day); Active; Netherlands;15.7.18; 2015-11-09;3;2018-01-18;17.7.12;http://distrowatch.com/opnsense
http://osmc.tv/; osmc; 113 (92 hits per day); Active; United Kingdom;2014-06-13; 2014-06-13;3;2018-01-10;2017.12-1;http://distrowatch.com/osmc
http://parabola.nu/; parabola; 83 (141 hits per day); Active; Chile;2011.09.01; 2011-09-01;6;2017-11-05;2017.11.05;http://distrowatch.com/parabola
http://pardustopluluk.org/; pardustopluluk; 193 (40 hits per day); Active; Turkey;2.0; 2013-09-20;3;2017-07-15;4.0;http://distrowatch.com/pardustopluluk
http://partedmagic.com/; partedmagic; 114 (92 hits per day); Active; USA;1.9; 2007-10-26;16;2018-01-08;2018_01_08;http://distrowatch.com/partedmagic
http://pelicanhpc.org/; pelicanhpc; 296 (22 hits per day); Active; Algeria;1.9.3; 2009-11-13;5;2016-12-31;4.1;http://distrowatch.com/pelicanhpc
http://peppermintos.com/; peppermint; 34 (298 hits per day); Active; United Kingdom;101042011; 2011-01-05;8;2017-11-30;820171130;http://distrowatch.com/peppermint
http://pld-linux.org/; pld; 282 (24 hits per day); Active; Poland;1.0ra; 2002-11-19;3;2018-01-22;3.0th;http://distrowatch.com/pld
http://pointlinux.org/; point; 137 (64 hits per day); Active; Russia;2.2taya; 2013-10-09;2;2016-06-21;3.2agni;http://distrowatch.com/point
http://porteus-kiosk.org/; porteuskiosk; 146 (59 hits per day); Active; Ireland;3.2.0; 2014-12-08;6;2018-01-15;4.6.0;http://distrowatch.com/porteuskiosk
http://primtux.fr/; primtux; 194 (40 hits per day); Active; France;eiffel; 2016-04-02;3;2017-11-03;3;http://distrowatch.com/primtux
http://puppylinux.org/wikka/LegacyOS; legacy; 140 (62 hits per day); Active; Australia;2008; 2008-03-03;7;2017-09-06;2017;http://distrowatch.com/legacy
http://pureos.net/; pureos; 122 (79 hits per day); Active; France;1.1; 2009-01-15;8;2017-08-20;8.0-beta1;http://distrowatch.com/pureos
http://q4os.org/; q4os; 38 (265 hits per day); Active; Germany;0.5.29; 2015-03-27;3;2017-10-09;2.4;http://distrowatch.com/q4os
http://qubes-os.org/; qubes; 54 (209 hits per day); Active; USA;1.0; 2012-09-03;4;2017-11-27;4.0-rc3;http://distrowatch.com/qubes
http://rancher.com/rancher-os/; rancheros; 102 (112 hits per day); Active; USA;1.1.3; 2018-01-08;1;2018-01-08;1.1.3;http://distrowatch.com/rancheros
http://redcorelinux.org/; redcore; 59 (195 hits per day); Active; Romania;1710; 2017-11-07;1;2017-11-07;1710;http://distrowatch.com/redcore
http://rockstor.com/; rockstor; 161 (52 hits per day); Active; USA;3.9.2-9; 2017-12-27;1;2017-12-27;3.9.2-9;http://distrowatch.com/rockstor
http://sharklinuxos.org/; sharklinux; 97 (122 hits per day); Active; Canada;4.13.0; 2017-11-11;1;2017-11-11;4.13.0;http://distrowatch.com/sharklinux
http://siduction.org/; siduction; 92 (129 hits per day); Active; Germany;11.1onestep; 2011-12-30;10;2017-12-31;18.1.0patience;http://distrowatch.com/siduction
http://sites.google.com/site/chaletoslinux/home; chaletos; 182 (42 hits per day); Active; Serbia;14.04.3; 2015-08-17;2;2016-07-12;16.04.2;http://distrowatch.com/chaletos
http://smartos.org/; smartos; 28 (339 hits per day); Active; USA;20171207; 2017-12-07;2;2018-01-04;20180104;http://distrowatch.com/smartos
http://sms.it-ccs.com/; sms; 284 (24 hits per day); Active; Greece;1.5.6; 2011-02-20;3;2016-10-05;2.0.9;http://distrowatch.com/sms
http://solus-project.com/; solus; 6 (1,191 hits per day); Active; Ireland;1.2.1; 2016-10-19;3;2017-08-15;3;http://distrowatch.com/solus
http://solydxk.com/; solydxk; 86 (136 hits per day); Active; Netherlands;201311; 2013-11-26;6;2018-01-16;201801;http://distrowatch.com/solydxk
http://sourceforge.net/projects/greenie/; greenie; 277 (25 hits per day); Active; Slovakia;2.1.1; 2008-04-07;10;2017-04-03;16.04.1;http://distrowatch.com/greenie
http://sourceforge.net/projects/linnix/; star; 149 (57 hits per day); Active; USA;1.0.2; 2017-11-05;1;2017-11-05;1.0.2;http://distrowatch.com/star
http://sourceforge.net/projects/live-raizo/; liveraizo; 166 (49 hits per day); Active; France;8.17.08.30; 2017-08-31;2;2018-01-14;9.18.01.14;http://distrowatch.com/liveraizo
http://sourceforge.net/projects/obrevenge/; revengeos; 73 (157 hits per day); Active; USA;2017.07; 2017-07-20;1;2017-07-20;2017.07;http://distrowatch.com/revengeos
http://sourceforge.net/projects/rebeccablackos/; rebeccablackos; 245 (30 hits per day); Active; USA;2015.10.21; 2015-10-21;2;2016-02-09;2016-02-08;http://distrowatch.com/rebeccablackos
http://sparkylinux.org/; sparky; 29 (314 hits per day); Active; Poland;2.0.1; 2012-12-18;7;2017-12-19;5.2;http://distrowatch.com/sparky
http://springdale.math.ias.edu/; springdale; 271 (26 hits per day); Active; USA;6.8; 2017-03-01;2;2017-05-31;7.3;http://distrowatch.com/springdale
http://store.steampowered.com/steamos/; steamos; 87 (135 hits per day); Active; USA;2.121brewmaster; 2017-08-02;1;2017-08-02;2.121brewmaster;http://distrowatch.com/steamos
http://subgraph.com/sgos/index.en.html; subgraph; 127 (74 hits per day); Active; USA;2017-09-22-alpha; 2017-09-24;1;2017-09-24;2017-09-22-alpha;http://distrowatch.com/subgraph
http://swagarch.github.io/; swagarch; 115 (92 hits per day); Active; Germany;17.12; 2017-12-01;2;2018-01-01;18.01;http://distrowatch.com/swagarch
http://swecha.org/content/swecha-project; swecha; 292 (23 hits per day); Active; India;07; 2007-07-03;3;2016-05-08;2016(Eswecha);http://distrowatch.com/swecha
http://system76.com/pop; popos; 163 (51 hits per day); Active; USA;17.10; 2017-10-18;1;2017-10-18;17.10;http://distrowatch.com/popos
http://tails.boum.org/; tails; 31 (308 hits per day); Active; Ireland;0.6; 2010-10-22;5;2018-01-09;3.4;http://distrowatch.com/tails
http://talkingarch.tk/; talkingarch; 285 (24 hits per day); Active; New Zealand;2017.04.04; 2017-04-07;1;2017-04-07;2017.04.04;http://distrowatch.com/talkingarch
http://tanglu.org/; tanglu; 235 (32 hits per day); Active; Germany;1.0aequorea; 2014-02-22;4;2017-06-11;4.0dasyatis;http://distrowatch.com/tanglu
http://tooppy.linux.free.fr/; tooppy; 286 (24 hits per day); Active; France;2.2; 2017-03-15;1;2017-03-15;2.2;http://distrowatch.com/tooppy
http://torios.top/; torios; 178 (45 hits per day); Active; Australia;1.0; 2016-09-06;1;2016-09-06;1.0;http://distrowatch.com/torios
http://toutoulinux.free.fr/; toutou; 214 (36 hits per day); Active; France;4.3.1; 2010-02-04;3;2015-05-29;6.0;http://distrowatch.com/toutou
http://trisquel.info/; trisquel; 93 (127 hits per day); Active; Spain;1.0; 2007-01-30;14;2016-11-30;8.0-alpha;http://distrowatch.com/trisquel
http://ualinux.com/en/ubuntu-oem; ubuntudp; 96 (124 hits per day); Active; Ukraine;11.10; 2012-06-24;8;2016-07-31;16.04.1;http://distrowatch.com/ubuntudp
http://ubos.net/; ubos; 154 (55 hits per day); Active; USA;11; 2017-06-12;1;2017-06-12;11;http://distrowatch.com/ubos
http://ubuntubudgie.org/; ubuntubudgie; 39 (265 hits per day); Active; United Kingdom;16.10; 2016-10-16;4;2017-10-19;17.10artful;http://distrowatch.com/ubuntubudgie
http://ubuntu-mate.org/; ubuntumate; 25 (354 hits per day); Active; United Kingdom;14.10; 2014-10-23;8;2017-10-19;17.10artful;http://distrowatch.com/ubuntumate
http://ubuntustudio.org/; ubuntustudio; 68 (164 hits per day); Active; USA;7.04feisty; 2007-05-10;22;2017-10-19;17.10artful;http://distrowatch.com/ubuntustudio
http://ultimateedition.info/; ultimate; 60 (195 hits per day); Active; USA;1.7; 2008-01-26;17;2017-10-28;5.7;http://distrowatch.com/ultimate
http://urix.us/; urix; 226 (34 hits per day); Active; Bulgaria;1.0; 2005-05-06;16;2016-01-30;7.0.3;http://distrowatch.com/urix
http://urukproject.org/dist/; uruk; 106 (104 hits per day); Active; Iraq;1.0; 2016-04-13;2;2017-12-05;2.0;http://distrowatch.com/uruk
http://vinuxproject.org/; vinux; 275 (26 hits per day); Active; United Kingdom;3.1; 2010-12-09;5;2017-01-19;4.1;http://distrowatch.com/vinux
http://vmware.github.io/photon/; photonos; 257 (28 hits per day); Active; USA;1.0; 2017-01-17;1;2017-01-17;1.0;http://distrowatch.com/photonos
http://volumio.org/; volumio; 294 (23 hits per day); Active; Italy;1.0; 2013-09-07;3;2016-11-23;2.03;http://distrowatch.com/volumio
http://voyagerlive.org/; voyager; 71 (158 hits per day); Active; France;12.04; 2012-05-03;7;2017-08-20;16.04.3;http://distrowatch.com/voyager
http://vyos.net/; vyos; 109 (97 hits per day); Active; Global;1.1.8helium; 2017-11-13;1;2017-11-13;1.1.8helium;http://distrowatch.com/vyos
http://webconverger.com/; webconverger; 298 (22 hits per day); Active; Singapore;2.39; 2008-03-27;15;2016-05-19;35.1;http://distrowatch.com/webconverger
http://wmlive.sourceforge.net/; wmlive; 211 (37 hits per day); Active; Spain;2013.06.05; 2013-06-13;3;2017-08-17;0.95.7-4;http://distrowatch.com/wmlive
http://www.3cx.com/; 3cx; 150 (56 hits per day); Active; Cyprus;8.6.0; 2016-12-12;2;2017-11-16;9.2.1;http://distrowatch.com/3cx
http://www.absolutelinux.org/; absolute; 78 (150 hits per day); Active; USA;11.0.92; 2007-03-29;14;2018-01-19;15.0-beta2;http://distrowatch.com/absolute
http://www.abuledu.org/; abuledu; 251 (28 hits per day); Active; France;8.08; 2008-10-15;3;2015-09-27;15.08-beta;http://distrowatch.com/abuledu
http://www.alpinelinux.org/; alpine; 66 (166 hits per day); Active; Norway;1.10.6; 2010-06-16;5;2017-11-30;3.7.0;http://distrowatch.com/alpine
